TrainNumber,RailwayOperator,OriginStation,DestinationStation,DepartureTime,ArrivalTime,Duration,Status,TicketPrice,TrainType,PlatformNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
TR1495,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-06-26 06:03:00,2023-06-26 13:03:00,7:00:00,Delayed,400.4,Intercity,P15,A,153,171,Snow,6
TR1496,Indian Railways,Chennai Central,Mumbai CST,2023-11-12 12:04:00,2023-11-12 23:04:00,11:00:00,Cancelled,291.07,Passenger,P16,D,108,44,Snow,16
TR1497,JR Central,Kyoto Station,Tokyo Station,2023-04-01 17:11:00,2023-04-01 22:11:00,5:00:00,Cancelled,126.82,Freight,P9,A,123,444,Storm,9
TR1498,JR East,Kyoto Station,Tokyo Station,2023-03-30 22:13:00,2023-03-31 10:13:00,12:00:00,On Time,462.39,Freight,P7,A,453,329,Storm,9
TR1499,Via Rail,Montreal Central,Vancouver Pacific,2023-07-03 15:53:00,2023-07-03 22:53:00,7:00:00,On Time,36.34,Freight,P19,D,341,154,Fog,4
TR1500,Amtrak,San Francisco 4th,Chicago Union,2023-01-02 11:07:00,2023-01-02 16:07:00,5:00:00,On Time,80.66,Intercity,P16,E,380,410,Clear,16
TR1501,JR Central,Osaka Station,Kyoto Station,2023-08-25 17:03:00,2023-08-25 18:03:00,1:00:00,Delayed,94.78,Freight,P19,A,475,334,Snow,17
TR1502,Via Rail,Toronto Union,Calgary Station,2023-10-16 22:28:00,2023-10-17 02:28:00,4:00:00,Cancelled,415.04,Passenger,P5,B,388,204,Storm,8
TR1503,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-04-20 01:59:00,2023-04-20 12:59:00,11:00:00,Cancelled,321.62,Intercity,P4,E,138,255,Clear,16
TR1504,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-01-18 16:05:00,2023-01-18 21:05:00,5:00:00,Cancelled,59.54,Freight,P16,E,137,317,Snow,14
TR1505,Indian Railways,Chennai Central,Bangalore City,2023-09-28 22:55:00,2023-09-29 07:55:00,9:00:00,Cancelled,97.4,High-Speed,P8,B,153,78,Rain,4
TR1506,Via Rail,Montreal Central,Toronto Union,2023-02-02 09:23:00,2023-02-02 17:23:00,8:00:00,Cancelled,28.99,Metro,P12,D,229,301,Clear,20
TR1507,Amtrak,Los Angeles Union,New York Penn,2023-10-10 10:35:00,2023-10-10 20:35:00,10:00:00,Cancelled,282.76,Freight,P8,B,468,264,Clear,9
TR1508,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-02-01 09:28:00,2023-02-01 18:28:00,9:00:00,On Time,458.52,Passenger,P9,A,94,99,Fog,19
TR1509,JR East,Nagoya Station,Hiroshima Station,2023-02-14 13:08:00,2023-02-15 01:08:00,12:00:00,Delayed,376.06,Intercity,P8,A,486,171,Fog,3
TR1510,JR Central,,Kyoto Station,2023-04-12 19:04:00,2023-04-13 06:04:00,11:00:00,On Time,493.14,Freight,P7,B,127,323,Snow,12
TR1511,Via Rail,Ottawa Station,Toronto Union,2023-12-01 22:28:00,2023-12-02 07:28:00,9:00:00,Cancelled,477.58,Passenger,P7,B,216,530,Fog,11
TR1512,JR Central,Osaka Station,Hiroshima Station,2023-03-09 09:49:00,2023-03-09 10:49:00,1:00:00,Cancelled,253.35,Metro,P14,C,199,138,Fog,11
TR1513,Indian Railways,Bangalore City,Howrah,2023-04-08 09:30:00,2023-04-08 13:30:00,4:00:00,Cancelled,368.49,Metro,P17,A,283,171,Rain,19
TR1514,Amtrak,New York Penn,Chicago Union,2023-08-10 19:19:00,2023-08-10 21:19:00,2:00:00,Cancelled,241.99,Metro,P20,B,309,119,Rain,18
TR1515,JR East,Tokyo Station,Kyoto Station,2023-11-01 21:25:00,2023-11-02 08:25:00,11:00:00,On Time,454.67,Metro,P12,E,373,452,Clear,9
TR1516,Amtrak,Chicago Union,New York Penn,2023-02-24 01:48:00,2023-02-24 11:48:00,10:00:00,Delayed,175.63,Intercity,P2,B,92,56,Storm,9
TR1517,JR Central,Kyoto Station,Nagoya Station,2023-10-15 19:52:00,2023-10-16 02:52:00,7:00:00,On Time,33.32,Intercity,P5,D,367,251,Snow,3
TR1518,Amtrak,Boston South,Los Angeles Union,2023-10-03 23:42:00,2023-10-04 01:42:00,2:00:00,Delayed,487.61,Passenger,P7,C,107,134,Clear,7
TR1519,Via Rail,Calgary Station,Toronto Union,2023-04-01 00:29:00,2023-04-01 06:29:00,6:00:00,Cancelled,411.37,Intercity,P13,E,469,484,Rain,16
TR1520,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-08-10 01:10:00,2023-08-10 09:10:00,8:00:00,Delayed,157.99,Passenger,P4,A,279,529,Rain,18
TR1521,Via Rail,Toronto Union,Calgary Station,2023-07-17 02:37:00,2023-07-17 11:37:00,9:00:00,Delayed,80.13,High-Speed,P9,E,392,483,Clear,13
TR1522,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-05-08 16:16:00,2023-05-09 03:16:00,11:00:00,Delayed,326.15,Metro,P4,B,408,543,Rain,16
TR1523,Via Rail,Vancouver Pacific,Toronto Union,2023-09-22 08:29:00,2023-09-22 12:29:00,4:00:00,On Time,438.82,Freight,P8,C,461,529,Clear,17
TR1524,Indian Railways,Chennai Central,Howrah,2023-06-13 17:52:00,2023-06-14 03:52:00,10:00:00,On Time,282.59,Freight,P15,D,381,425,Fog,9
TR1525,Amtrak,Chicago Union,Los Angeles Union,2023-11-28 07:10:00,2023-11-28 17:10:00,10:00:00,Delayed,59.19,Metro,P17,D,163,362,Rain,13
TR1526,JR East,Nagoya Station,Hiroshima Station,2023-08-10 02:19:00,2023-08-10 03:19:00,1:00:00,Cancelled,200.92,High-Speed,P13,C,368,377,Rain,10
TR1527,JR Central,Hiroshima Station,Nagoya Station,2023-11-16 09:44:00,2023-11-16 13:44:00,4:00:00,Cancelled,90.51,Intercity,P16,B,53,225,Fog,10
TR1528,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-03-17 20:44:00,2023-03-18 06:44:00,10:00:00,On Time,77.49,Freight,P19,B,296,164,Clear,10
TR1529,Amtrak,Chicago Union,New York Penn,2023-04-12 12:04:00,2023-04-12 16:04:00,4:00:00,Delayed,299.37,High-Speed,P3,B,124,296,Rain,17
TR1530,Amtrak,San Francisco 4th,Boston South,2023-01-29 16:10:00,2023-01-29 23:10:00,7:00:00,Delayed,117.6,High-Speed,P18,D,444,292,Snow,14
TR1531,Indian Railways,Delhi Junction,Bangalore City,2023-01-20 02:30:00,2023-01-20 10:30:00,8:00:00,On Time,247.42,Passenger,P2,B,234,453,Clear,11
TR1532,Amtrak,Los Angeles Union,New York Penn,2023-05-14 05:16:00,2023-05-14 07:16:00,2:00:00,Cancelled,450.25,Passenger,P17,E,69,64,Snow,17
TR1533,Amtrak,,Los Angeles Union,2023-04-10 17:04:00,2023-04-11 05:04:00,12:00:00,Cancelled,193.95,Intercity,P19,B,320,264,Rain,16
TR1534,Indian Railways,Mumbai CST,Delhi Junction,2023-09-16 12:33:00,2023-09-16 18:33:00,6:00:00,Cancelled,244.32,Freight,P4,E,187,274,Clear,14
TR1535,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-08-22 04:40:00,2023-08-22 16:40:00,12:00:00,Delayed,156.42,High-Speed,P19,B,257,338,Storm,2
TR1536,JR East,Nagoya Station,Hiroshima Station,2023-11-11 09:29:00,2023-11-11 20:29:00,11:00:00,Delayed,86.8,Metro,P7,D,213,262,Snow,2
TR1537,Amtrak,Los Angeles Union,San Francisco 4th,2023-08-15 05:55:00,2023-08-15 12:55:00,7:00:00,Delayed,474.28,High-Speed,P16,A,191,94,Clear,5
TR1538,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-10-23 02:36:00,2023-10-23 12:36:00,10:00:00,Delayed,318.58,High-Speed,P9,C,298,513,Rain,10
TR1539,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-01-13 13:50:00,2023-01-13 21:50:00,8:00:00,On Time,223.98,Intercity,P2,D,463,20,Storm,7
TR1540,Via Rail,Vancouver Pacific,Calgary Station,2023-05-08 01:48:00,2023-05-08 02:48:00,1:00:00,On Time,34.09,High-Speed,P19,D,77,173,Clear,2
TR1541,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-02-28 20:32:00,2023-03-01 07:32:00,11:00:00,On Time,427.8,Intercity,P11,D,240,470,Rain,18
TR1542,JR East,Tokyo Station,Hiroshima Station,2023-10-26 05:33:00,2023-10-26 13:33:00,8:00:00,Delayed,31.16,High-Speed,P17,B,169,267,Fog,20
TR1543,Via Rail,Vancouver Pacific,Ottawa Station,2023-07-06 14:32:00,2023-07-06 18:32:00,4:00:00,On Time,400.02,Metro,P2,C,496,144,Fog,10
TR1544,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-12-22 14:57:00,2023-12-22 21:57:00,7:00:00,Cancelled,325.98,Intercity,P13,A,176,337,Clear,8
TR1545,Indian Railways,Bangalore City,Mumbai CST,2023-09-01 12:46:00,2023-09-01 23:46:00,11:00:00,On Time,62.04,Intercity,P6,A,337,297,Storm,19
TR1546,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-01-26 23:42:00,2023-01-27 01:42:00,2:00:00,On Time,213.8,Metro,P13,A,404,214,Fog,9
TR1547,Indian Railways,Mumbai CST,Bangalore City,2023-11-24 08:33:00,2023-11-24 14:33:00,6:00:00,On Time,69.86,High-Speed,P14,A,93,44,Fog,14
TR1548,JR Central,Hiroshima Station,Osaka Station,2023-03-08 16:54:00,2023-03-08 23:54:00,7:00:00,On Time,240.28,Intercity,P12,B,84,69,Rain,2
TR1549,JR Central,Kyoto Station,Nagoya Station,2023-01-05 17:30:00,2023-01-06 04:30:00,11:00:00,Delayed,235.51,High-Speed,P17,D,368,223,Clear,13
TR1550,Via Rail,Vancouver Pacific,Ottawa Station,2023-03-23 19:28:00,2023-03-24 07:28:00,12:00:00,Cancelled,275.34,Passenger,P19,D,155,267,Storm,7
TR1551,Indian Railways,Chennai Central,Delhi Junction,2023-06-03 01:20:00,2023-06-03 03:20:00,2:00:00,Cancelled,471.74,High-Speed,P13,E,420,49,Rain,9
TR1552,Indian Railways,Howrah,Chennai Central,2023-01-14 03:03:00,2023-01-14 04:03:00,1:00:00,On Time,364.82,High-Speed,P5,E,312,165,Clear,13
TR1553,JR Central,Hiroshima Station,Tokyo Station,2023-10-21 00:08:00,2023-10-21 12:08:00,12:00:00,Delayed,286.51,Metro,P20,C,288,487,Rain,19
TR1554,Via Rail,Montreal Central,Calgary Station,2023-12-08 14:59:00,2023-12-08 17:59:00,3:00:00,Delayed,430.88,Intercity,P7,B,253,514,Clear,2
TR1555,Amtrak,Boston South,San Francisco 4th,2023-06-10 00:24:00,2023-06-10 11:24:00,11:00:00,On Time,467.33,Freight,P15,C,383,284,Clear,7
TR1556,Amtrak,Los Angeles Union,Chicago Union,2023-08-05 19:05:00,2023-08-06 04:05:00,9:00:00,Cancelled,298.1,Metro,P12,C,335,436,Snow,11
TR1557,Via Rail,Ottawa Station,Toronto Union,2023-11-18 09:38:00,2023-11-18 14:38:00,5:00:00,On Time,35.43,Passenger,P20,D,391,490,Fog,17
TR1558,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-02-24 02:03:00,2023-02-24 12:03:00,10:00:00,Delayed,178.13,Metro,P8,E,104,214,Storm,10
TR1559,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,2023-05-06 10:37:00,2023-05-06 17:37:00,7:00:00,Cancelled,170.92,Intercity,P4,C,455,8,Rain,20
TR1560,Via Rail,Ottawa Station,Montreal Central,2023-04-14 12:50:00,2023-04-14 18:50:00,6:00:00,Cancelled,68.41,Passenger,P2,C,96,61,Rain,5
TR1561,Indian Railways,Bangalore City,Delhi Junction,2023-10-25 03:45:00,2023-10-25 05:45:00,2:00:00,On Time,411.03,Intercity,P10,D,382,423,Clear,7
TR1562,Amtrak,Boston South,Chicago Union,2023-11-13 09:10:00,2023-11-13 15:10:00,6:00:00,On Time,231.08,Passenger,P20,A,160,129,Fog,9
TR1563,JR Central,Osaka Station,Tokyo Station,2023-07-20 22:38:00,2023-07-20 23:38:00,1:00:00,On Time,48.02,High-Speed,P13,E,75,140,Snow,19
TR1564,JR East,Hiroshima Station,Tokyo Station,2023-04-09 19:28:00,2023-04-10 07:28:00,12:00:00,Cancelled,451.62,High-Speed,P12,C,420,531,Clear,18
TR1565,JR East,Kyoto Station,Osaka Station,2023-10-05 18:22:00,2023-10-05 19:22:00,1:00:00,On Time,197.1,Metro,P16,D,331,463,Rain,2
TR1566,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-06-18 22:04:00,2023-06-19 04:04:00,6:00:00,Cancelled,277.02,Freight,P5,B,217,253,Clear,3
TR1567,Indian Railways,Mumbai CST,Delhi Junction,2023-01-09 07:46:00,2023-01-09 19:46:00,12:00:00,On Time,88.97,Passenger,P1,A,162,537,Storm,14
TR1568,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-02-15 11:32:00,2023-02-15 15:32:00,4:00:00,On Time,267.84,Freight,P8,A,193,325,Snow,16
TR1569,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-02-07 09:27:00,2023-02-07 21:27:00,12:00:00,On Time,294.17,Metro,P8,A,448,119,Clear,9
TR1570,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-08-25 19:14:00,2023-08-26 07:14:00,12:00:00,Cancelled,52.92,Metro,P5,E,208,400,Fog,3
TR1571,Indian Railways,Howrah,Chennai Central,2023-01-29 01:55:00,2023-01-29 11:55:00,10:00:00,On Time,109.85,Freight,P15,C,168,278,Storm,14
TR1572,JR East,Hiroshima Station,Kyoto Station,2023-10-21 11:08:00,2023-10-21 19:08:00,8:00:00,On Time,329.13,Passenger,P7,B,220,68,Storm,7
TR1573,JR Central,Hiroshima Station,Tokyo Station,2023-01-29 18:49:00,2023-01-30 04:49:00,10:00:00,Delayed,179.19,Intercity,P2,C,186,283,Snow,3
TR1574,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-12-21 20:47:00,2023-12-22 07:47:00,11:00:00,On Time,416.53,Metro,P13,B,395,443,Storm,4
TR1575,Via Rail,Vancouver Pacific,Montreal Central,2023-05-26 09:26:00,2023-05-26 11:26:00,2:00:00,Cancelled,145.76,Metro,P20,B,412,162,Fog,10
TR1576,Amtrak,Los Angeles Union,Chicago Union,2023-05-25 23:56:00,2023-05-26 03:56:00,4:00:00,On Time,198.19,Metro,P16,D,227,260,Rain,17
TR1577,Amtrak,Los Angeles Union,San Francisco 4th,,2023-09-05 13:06:00,7:00:00,On Time,330.81,Freight,P17,D,55,186,Fog,10
TR1578,Amtrak,New York Penn,Chicago Union,2023-01-24 15:19:00,2023-01-25 00:19:00,9:00:00,Delayed,124.89,Freight,P3,A,460,534,Snow,10
TR1579,Amtrak,New York Penn,Chicago Union,2023-11-23 19:26:00,2023-11-24 06:26:00,11:00:00,Cancelled,113.95,High-Speed,P19,B,126,37,Clear,8
TR1580,Indian Railways,Chennai Central,Delhi Junction,2023-08-28 08:09:00,2023-08-28 14:09:00,6:00:00,Delayed,343.49,Intercity,P17,A,355,475,Rain,2
TR1581,Indian Railways,Delhi Junction,Chennai Central,2023-05-06 09:25:00,2023-05-06 16:25:00,7:00:00,Cancelled,312.13,Intercity,P8,A,463,89,Fog,2
TR1582,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-08-03 23:07:00,2023-08-04 09:07:00,10:00:00,Delayed,321.66,Freight,P11,A,424,452,Rain,2
TR1583,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-09-28 07:30:00,2023-09-28 17:30:00,10:00:00,Cancelled,77.35,Passenger,P10,A,336,246,Clear,20
TR1584,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-07-15 22:34:00,2023-07-16 01:34:00,3:00:00,On Time,94.56,Metro,P10,B,189,250,Fog,15
TR1585,JR Central,Hiroshima Station,Nagoya Station,2023-11-15 23:00:00,2023-11-16 03:00:00,4:00:00,Cancelled,472.76,Metro,P4,C,276,477,Snow,3
TR1586,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-01-12 06:47:00,2023-01-12 16:47:00,10:00:00,Delayed,297.62,Freight,P18,E,114,251,Rain,11
TR1587,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-11-20 02:29:00,2023-11-20 04:29:00,2:00:00,Delayed,44.3,Metro,P12,A,149,8,Rain,18
TR1588,JR Central,Hiroshima Station,Tokyo Station,2023-03-06 20:39:00,2023-03-07 05:39:00,9:00:00,Delayed,74.9,Metro,P19,A,248,353,Rain,8
TR1589,JR East,Nagoya Station,Hiroshima Station,2023-10-15 09:19:00,2023-10-15 15:19:00,6:00:00,On Time,205.46,Metro,P20,C,55,532,Snow,16
TR1590,Indian Railways,Mumbai CST,Delhi Junction,2023-08-15 14:21:00,2023-08-15 23:21:00,9:00:00,On Time,14.16,Metro,P10,E,358,449,Rain,5
TR1591,Via Rail,Vancouver Pacific,Toronto Union,2023-06-16 20:40:00,2023-06-17 04:40:00,8:00:00,On Time,65.22,High-Speed,P12,E,374,58,Clear,12
TR1592,Indian Railways,Chennai Central,Delhi Junction,2023-07-07 06:34:00,2023-07-07 17:34:00,11:00:00,Delayed,207.13,Passenger,P13,C,341,361,Clear,19
TR1593,JR Central,Hiroshima Station,Kyoto Station,2023-09-13 13:22:00,2023-09-13 18:22:00,5:00:00,Delayed,140.94,Intercity,P8,E,247,102,Snow,6
TR1594,Amtrak,Chicago Union,Los Angeles Union,2023-09-17 17:01:00,2023-09-18 03:01:00,10:00:00,On Time,34.45,High-Speed,P12,B,259,168,Rain,7
TR1595,JR Central,Osaka Station,Kyoto Station,2023-02-24 13:49:00,2023-02-24 17:49:00,4:00:00,Delayed,167.92,Intercity,P15,A,370,536,Clear,8
TR1596,JR Central,Hiroshima Station,Tokyo Station,2023-01-21 20:00:00,2023-01-22 04:00:00,8:00:00,On Time,333.2,Passenger,P4,D,215,121,Fog,13
TR1597,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-12-03 23:43:00,2023-12-04 09:43:00,10:00:00,On Time,478.79,High-Speed,P8,D,323,17,Rain,13
TR1598,JR Central,Hiroshima Station,Nagoya Station,2023-03-27 06:14:00,2023-03-27 16:14:00,10:00:00,On Time,115.89,Freight,P9,A,256,261,Fog,15
TR1599,Indian Railways,Howrah,Mumbai CST,2023-10-12 19:05:00,2023-10-13 03:05:00,8:00:00,Cancelled,165.11,Freight,P3,E,283,500,Rain,10
TR1600,JR Central,Kyoto Station,Tokyo Station,2023-03-14 15:26:00,2023-03-14 19:26:00,4:00:00,On Time,295.78,Intercity,P19,C,321,506,Storm,3
TR1601,JR Central,Nagoya Station,Osaka Station,2023-12-18 08:24:00,2023-12-18 10:24:00,2:00:00,On Time,305.49,Passenger,P15,B,144,251,Snow,6
TR1602,Indian Railways,Delhi Junction,Howrah,2023-05-17 11:45:00,2023-05-17 12:45:00,1:00:00,Cancelled,163.98,Intercity,P12,D,393,61,Fog,12
TR1603,Amtrak,New York Penn,San Francisco 4th,2023-02-01 10:45:00,2023-02-01 18:45:00,8:00:00,On Time,365.66,Passenger,P20,D,101,503,Rain,20
TR1604,Indian Railways,Howrah,Delhi Junction,2023-07-07 11:37:00,2023-07-07 14:37:00,3:00:00,On Time,378.77,Passenger,P10,E,225,365,Fog,8
TR1605,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-09-02 10:11:00,2023-09-02 21:11:00,11:00:00,Delayed,305.33,High-Speed,P19,A,275,7,Storm,6
TR1606,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-11-16 17:30:00,2023-11-16 19:30:00,2:00:00,Cancelled,446.46,High-Speed,P1,E,380,342,Storm,8
TR1607,Amtrak,New York Penn,San Francisco 4th,2023-10-30 11:44:00,2023-10-30 23:44:00,12:00:00,Cancelled,176.14,Metro,P20,E,138,155,Clear,20
TR1608,Via Rail,Montreal Central,Ottawa Station,2023-12-29 11:35:00,2023-12-29 18:35:00,7:00:00,Delayed,230.42,Passenger,P12,C,351,80,Snow,2
TR1609,Indian Railways,Howrah,Bangalore City,2023-11-17 07:25:00,2023-11-17 14:25:00,7:00:00,Cancelled,499.32,High-Speed,P11,B,269,409,Fog,7
TR1610,Via Rail,Toronto Union,Vancouver Pacific,2023-11-02 20:07:00,2023-11-03 04:07:00,8:00:00,Delayed,304.83,Metro,P8,C,282,124,Rain,4
TR1611,Via Rail,Montreal Central,Calgary Station,2023-06-02 01:27:00,2023-06-02 07:27:00,6:00:00,Delayed,437.44,High-Speed,P10,A,61,380,Snow,17
TR1612,JR Central,,Tokyo Station,2023-01-01 22:41:00,2023-01-02 08:41:00,10:00:00,On Time,435.16,Intercity,P13,B,226,268,Rain,19
TR1613,Amtrak,Los Angeles Union,Boston South,2023-05-05 11:11:00,2023-05-05 14:11:00,3:00:00,Delayed,149.51,High-Speed,P1,D,478,97,Fog,18
TR1614,JR Central,Hiroshima Station,Tokyo Station,2023-04-20 07:22:00,2023-04-20 09:22:00,2:00:00,Delayed,260.25,Passenger,P3,E,187,545,Storm,9
TR1615,Indian Railways,Delhi Junction,Howrah,2023-01-24 23:13:00,2023-01-25 02:13:00,3:00:00,Cancelled,16.95,High-Speed,P8,D,303,201,Storm,15
TR1616,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-12-07 05:59:00,2023-12-07 12:59:00,7:00:00,Delayed,409.24,Freight,P16,C,443,511,Snow,15
TR1617,Amtrak,New York Penn,Los Angeles Union,2023-03-22 03:22:00,2023-03-22 11:22:00,8:00:00,On Time,108.87,Freight,P18,C,374,525,Clear,2
TR1618,Indian Railways,Bangalore City,Mumbai CST,2023-01-25 17:11:00,2023-01-26 03:11:00,10:00:00,Delayed,339.5,Passenger,P14,A,73,99,Snow,17
TR1619,JR East,Kyoto Station,Nagoya Station,2023-01-20 15:24:00,2023-01-20 19:24:00,4:00:00,On Time,181.89,Intercity,P13,D,150,459,Rain,20
TR1620,Via Rail,Toronto Union,Ottawa Station,2023-01-29 13:39:00,,5:00:00,On Time,346.98,Metro,P3,B,313,193,Fog,13
TR1621,Amtrak,Boston South,New York Penn,2023-09-18 07:09:00,2023-09-18 13:09:00,6:00:00,Delayed,242.23,Intercity,P17,E,123,498,Storm,10
TR1622,JR Central,Tokyo Station,Kyoto Station,2023-09-23 01:50:00,2023-09-23 13:50:00,12:00:00,Delayed,151.5,Intercity,P18,B,317,356,Rain,8
TR1623,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-10-03 04:36:00,2023-10-03 06:36:00,2:00:00,On Time,355.49,Freight,P9,D,132,275,Rain,11
TR1624,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,invalid_date,2023-07-21 16:16:00,5:00:00,Delayed,60.73,Metro,P12,A,55,388,Fog,9
TR1625,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-01-21 16:27:00,2023-01-21 20:27:00,4:00:00,Delayed,398.46,High-Speed,P1,A,249,443,Storm,17
TR1626,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-12-22 06:08:00,2023-12-22 12:08:00,6:00:00,Cancelled,187.86,Metro,P17,C,64,358,Snow,2
TR1627,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-04-13 21:51:00,2023-04-14 03:51:00,6:00:00,On Time,38.68,High-Speed,P18,B,334,10,Fog,3
TR1628,JR Central,Osaka Station,Tokyo Station,2023-08-09 04:21:00,2023-08-09 12:21:00,8:00:00,Cancelled,89.27,Intercity,P6,B,252,268,Rain,2
TR1629,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-03-18 07:15:00,2023-03-18 14:15:00,7:00:00,Cancelled,40.33,Passenger,P15,B,440,42,Storm,19
TR1630,Via Rail,Montreal Central,Toronto Union,2023-05-02 20:44:00,2023-05-03 04:44:00,8:00:00,On Time,342.05,Metro,P19,D,117,104,Clear,6
TR1631,Indian Railways,Howrah,Mumbai CST,2023-02-15 21:50:00,2023-02-16 09:50:00,12:00:00,Delayed,252.78,Metro,P12,C,197,256,Snow,2
TR1632,Amtrak,Chicago Union,Los Angeles Union,2023-07-02 03:24:00,2023-07-02 04:24:00,1:00:00,On Time,316.09,Passenger,P8,D,499,293,Fog,10
TR1633,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-07-21 21:18:00,2023-07-21 22:18:00,1:00:00,Delayed,473.16,Intercity,P7,D,245,514,Clear,19
TR1634,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-12-11 05:42:00,2023-12-11 10:42:00,5:00:00,Cancelled,399.94,Freight,P2,E,80,279,Fog,10
TR1635,Via Rail,Calgary Station,Toronto Union,2023-01-17 19:33:00,2023-01-17 23:33:00,4:00:00,Cancelled,42.33,Freight,P17,E,438,334,Clear,16
TR1636,Indian Railways,Bangalore City,Howrah,2023-11-20 23:57:00,2023-11-21 05:57:00,6:00:00,Delayed,211.56,Metro,P15,E,403,35,Clear,14
TR1637,Via Rail,Calgary Station,Ottawa Station,2023-04-30 10:57:00,2023-04-30 17:57:00,7:00:00,On Time,437.31,Passenger,P7,D,353,385,Rain,7
TR1638,Indian Railways,Delhi Junction,Mumbai CST,2023-04-04 23:25:00,2023-04-05 08:25:00,9:00:00,Cancelled,47.92,Passenger,P13,B,64,402,Snow,7
TR1639,Amtrak,Chicago Union,Boston South,2023-02-19 16:27:00,2023-02-19 21:27:00,5:00:00,On Time,139.52,Freight,P20,E,390,441,Snow,13
TR1640,Deutsche Bahn,Frankfurt Hbf,Munich Hbf,2023-11-18 03:13:00,2023-11-18 04:13:00,1:00:00,Delayed,99.66,Freight,P6,B,475,25,Fog,3
TR1641,Amtrak,Los Angeles Union,New York Penn,2023-01-13 17:24:00,2023-01-14 02:24:00,9:00:00,Cancelled,234.9,Metro,P10,E,59,13,Storm,10
TR1642,Via Rail,Ottawa Station,Vancouver Pacific,2023-09-19 03:48:00,2023-09-19 10:48:00,7:00:00,On Time,370.59,High-Speed,P3,D,321,283,Snow,16
TR1643,Via Rail,Toronto Union,Ottawa Station,2023-12-11 16:45:00,2023-12-11 19:45:00,3:00:00,Delayed,81.43,Freight,P19,B,332,505,Rain,18
TR1644,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-07-07 00:19:00,2023-07-07 11:19:00,11:00:00,On Time,33.38,Metro,P5,C,456,514,Fog,16
TR1645,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-07-22 22:25:00,2023-07-22 23:25:00,1:00:00,Delayed,196.29,High-Speed,P3,D,137,104,Rain,13
TR1646,JR Central,Osaka Station,Tokyo Station,2023-04-08 03:21:00,2023-04-08 09:21:00,6:00:00,On Time,170.23,Metro,P7,B,413,289,Snow,17
TR1647,Deutsche Bahn,,Munich Hbf,2023-08-11 05:08:00,2023-08-11 13:08:00,8:00:00,On Time,370.54,Metro,P19,C,340,72,Fog,5
TR1648,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-09-09 00:31:00,2023-09-09 08:31:00,8:00:00,Cancelled,400.96,Metro,P16,A,309,364,Fog,18
TR1649,Via Rail,Calgary Station,Montreal Central,2023-08-12 20:25:00,2023-08-13 00:25:00,4:00:00,Delayed,417.25,Metro,P4,D,157,150,Storm,18
TR1650,Amtrak,Los Angeles Union,San Francisco 4th,2023-09-23 17:40:00,2023-09-24 05:40:00,12:00:00,Delayed,269.01,Intercity,P16,E,282,219,Fog,4
TR1651,Indian Railways,Delhi Junction,Mumbai CST,2023-04-06 12:26:00,2023-04-06 19:26:00,7:00:00,On Time,180.72,Passenger,P10,E,261,366,Snow,11
