FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
SW1661,Delta,SFO,ATL,2023-03-09 19:22:55,2023-03-09 23:12:55,0 days 03:50:00,Cancelled,464.02,Boeing 737,C15,,288.0,242.0,Thunderstorm,7.0
AS2333,Spirit,MIA,DFW,2023-01-13 13:26:35,2023-01-13 21:21:35,0 days 07:55:00,On Time,166.86,Boeing 777,B24,2,367.0,315.0,Rain,6.0
SW6888,American Airlines,DEN,ORD,2023-08-10 04:48:54,2023-08-10 05:50:54,0 days 01:02:00,On Time,795.34,Bombardier CRJ900,C16,International,159.0,82.0,Clear,13.0
AS7377,United,JFK,DFW,,2023-11-30 04:14:10,0 days 08:39:00,Cancelled,1348.87,Boeing 737,D2,1,201.0,101.0,Cloudy,15.0
JB1296,JetBlue,SFO,LAX,2023-11-26 04:57:30,2023-11-26 11:31:30,0 days 06:34:00,Cancelled,1477.48,Boeing 777,C29,International,284.0,151.0,Cloudy,15.0
JB7216,Delta,LAX,DFW,2023-09-05 05:18:13,2023-09-05 09:07:13,0 days 03:49:00,Cancelled,150.3,Bombardier CRJ900,C12,1,376.0,236.0,Clear,13.0
UA4769,JetBlue,LAX,SEA,2023-01-07 09:21:35,2023-01-07 16:14:35,0 days 06:53:00,Delayed,66.7,Embraer 190,C21,4,212.0,62.0,Thunderstorm,13.0
SW4817,Delta,SFO,SEA,2023-03-09 19:04:31,2023-03-09 23:23:31,0 days 04:19:00,On Time,151.7,Airbus A380,B26,1,315.0,52.0,Thunderstorm,12.0
SW9568,American Airlines,DFW,ORD,2023-05-28 20:52:01,2023-05-29 02:06:01,0 days 05:14:00,Delayed,1072.83,Airbus A320,B6,1,218.0,181.0,Snow,5.0
AS5248,JetBlue,LAX,MIA,2023-12-16 02:05:53,2023-12-16 10:32:53,0 days 08:27:00,On Time,840.4,Airbus A320,C16,2,334.0,101.0,Cloudy,5.0
AA9046,Southwest,LAX,SEA,2023-03-10 02:56:32,2023-03-10 10:17:32,0 days 07:21:00,On Time,332.86,Boeing 737,B24,2,245.0,75.0,Rain,9.0
JB8776,United,ATL,SFO,2023-12-10 07:35:57,2023-12-10 08:53:57,0 days 01:18:00,On Time,1116.5,Airbus A380,A3,2,113.0,86.0,Clear,15.0
UA8107,Southwest,BOS,ATL,2023-07-03 05:28:29,2023-07-03 14:57:29,0 days 09:29:00,On Time,1053.91,Bombardier CRJ900,C29,3,224.0,96.0,Clear,15.0
UA8478,Southwest,MIA,LAX,2023-09-24 12:41:33,2023-09-24 14:39:33,0 days 01:58:00,Delayed,752.37,Airbus A380,B16,3,299.0,247.0,Cloudy,10.0
DL7302,JetBlue,SFO,DFW,2023-12-11 16:17:46,2023-12-11 23:17:46,0 days 07:00:00,On Time,1056.19,Bombardier CRJ900,B22,2,382.0,140.0,Fog,11.0
UA3573,Delta,SEA,LAX,2023-01-09 11:56:49,2023-01-09 16:17:49,0 days 04:21:00,Cancelled,1016.31,Bombardier CRJ900,A14,2,157.0,108.0,Fog,13.0
UA7873,Spirit,LAX,SEA,2023-01-04 01:49:48,2023-01-04 08:55:48,0 days 07:06:00,On Time,738.56,Airbus A380,B1,International,147.0,94.0,Rain,11.0
SW827,JetBlue,BOS,JFK,2023-01-26 12:32:39,2023-01-26 18:36:39,0 days 06:04:00,Delayed,1069.41,Embraer 190,A28,2,234.0,132.0,Rain,11.0
AA2560,Southwest,JFK,DEN,2023-10-24 12:47:10,2023-10-24 22:10:10,0 days 09:23:00,Cancelled,113.92,Boeing 777,D30,4,354.0,250.0,Cloudy,11.0
AS2158,Spirit,DFW,MIA,2023-01-31 19:27:04,2023-01-31 23:51:04,0 days 04:24:00,Delayed,126.02,Boeing 777,B19,3,114.0,113.0,Fog,11.0
SW1480,Delta,DFW,JFK,2023-04-05 08:52:47,2023-04-05 17:30:47,0 days 08:38:00,Delayed,110.19,Bombardier CRJ900,A15,1,329.0,146.0,Thunderstorm,5.0
DL9018,United,ORD,SEA,2023-05-27 22:44:00,2023-05-28 02:08:00,0 days 03:24:00,Delayed,108.64,Boeing 777,B12,1,398.0,172.0,Cloudy,8.0
AS3931,United,DFW,LAX,2023-08-25 00:58:57,2023-08-25 08:38:57,0 days 07:40:00,On Time,1367.42,Boeing 737,C18,3,306.0,56.0,Thunderstorm,12.0
AS5985,Southwest,DFW,ORD,2023-02-13 00:40:10,2023-02-13 02:47:10,0 days 02:07:00,Cancelled,921.07,Boeing 737,D8,4,250.0,64.0,Rain,6.0
DL9017,American Airlines,DEN,DFW,2023-08-23 10:40:16,2023-08-23 11:29:16,0 days 00:49:00,Cancelled,826.87,Embraer 190,D6,1,166.0,139.0,Fog,13.0
AA241,Spirit,SEA,LAX,2023-03-29 05:25:36,2023-03-29 07:52:36,0 days 02:27:00,Cancelled,373.85,Bombardier CRJ900,A29,1,269.0,130.0,Rain,6.0
AA9030,Spirit,DFW,LAX,2023-05-15 17:40:21,2023-05-15 20:31:21,0 days 02:51:00,On Time,1473.23,Boeing 737,A3,2,188.0,163.0,Thunderstorm,15.0
AS7202,Delta,ATL,SEA,2023-07-27 06:32:08,2023-07-27 09:42:08,0 days 03:10:00,Delayed,98.63,Boeing 777,B17,International,127.0,53.0,Snow,11.0
DL1970,Spirit,BOS,SFO,2023-02-11 03:36:49,2023-02-11 10:03:49,0 days 06:27:00,Delayed,1135.54,Bombardier CRJ900,D1,2,331.0,230.0,Rain,13.0
SW2996,Spirit,SFO,MIA,2023-08-14 17:23:19,2023-08-14 21:33:19,0 days 04:10:00,Cancelled,438.0,Boeing 737,A12,2,300.0,298.0,Fog,6.0
AA2351,JetBlue,ORD,MIA,2023-06-29 02:16:44,2023-06-29 05:55:44,0 days 03:39:00,On Time,1382.84,Boeing 737,B22,1,105.0,51.0,Rain,9.0
JB9207,Delta,JFK,SFO,2023-08-14 05:04:21,2023-08-14 10:17:21,0 days 05:13:00,On Time,457.41,Airbus A320,A2,2,343.0,329.0,Fog,11.0
DL2518,JetBlue,BOS,LAX,2023-03-21 04:47:44,2023-03-21 06:11:44,0 days 01:24:00,Cancelled,76.91,Embraer 190,D22,4,185.0,116.0,Clear,7.0
UA8091,United,JFK,BOS,2023-08-06 23:04:41,2023-08-07 01:00:41,0 days 01:56:00,Cancelled,51.68,Boeing 777,C28,3,343.0,103.0,Snow,6.0
DL8401,JetBlue,DFW,,2023-11-18 23:31:52,2023-11-19 02:35:52,0 days 03:04:00,Cancelled,1402.92,Airbus A380,D11,1,396.0,253.0,Snow,6.0
AS8189,Delta,SFO,LAX,2023-04-29 13:11:17,2023-04-29 18:40:17,0 days 05:29:00,Delayed,810.86,Embraer 190,C15,2,326.0,305.0,Cloudy,11.0
SW1825,Southwest,ATL,ORD,2023-09-04 00:40:27,2023-09-04 06:18:27,0 days 05:38:00,Cancelled,62.8,Boeing 737,A29,4,352.0,76.0,Rain,12.0
SW9582,Alaska Airlines,ATL,JFK,2023-12-25 04:41:26,2023-12-25 08:21:26,0 days 03:40:00,On Time,508.33,Boeing 777,C4,4,246.0,199.0,Cloudy,8.0
AS2344,Southwest,JFK,DEN,2023-04-23 21:38:06,2023-04-24 00:14:06,0 days 02:36:00,Cancelled,882.14,Boeing 777,A10,4,284.0,244.0,Rain,7.0
SW7524,United,ORD,JFK,2023-02-06 23:21:10,2023-02-07 05:55:10,0 days 06:34:00,On Time,475.67,Boeing 777,A10,3,390.0,306.0,Clear,12.0
UA3179,Alaska Airlines,SEA,DEN,2023-03-23 07:38:25,2023-03-23 13:14:25,0 days 05:36:00,On Time,942.69,Boeing 737,D30,2,174.0,60.0,Snow,15.0
SW6675,Southwest,MIA,BOS,2023-09-02 13:28:03,2023-09-02 15:56:03,0 days 02:28:00,Cancelled,465.05,Embraer 190,A11,International,155.0,126.0,Cloudy,6.0
SW2947,Spirit,ATL,SFO,2023-01-09 18:51:56,2023-01-10 04:25:56,0 days 09:34:00,Delayed,370.73,Bombardier CRJ900,D14,2,199.0,151.0,Rain,7.0
UA5145,Delta,ATL,DEN,2023-06-05 08:56:33,2023-06-05 18:05:33,0 days 09:09:00,Delayed,662.61,Boeing 777,A29,International,112.0,82.0,Fog,14.0
AA4363,Spirit,ORD,BOS,2023-01-27 03:55:08,2023-01-27 10:35:08,0 days 06:40:00,On Time,564.16,Bombardier CRJ900,C12,2,142.0,110.0,Fog,9.0
SP5353,Spirit,DEN,LAX,2023-05-15 20:22:25,2023-05-16 04:15:25,0 days 07:53:00,Cancelled,680.0,Boeing 737,B12,International,327.0,208.0,Clear,9.0
AS2377,Alaska Airlines,ORD,LAX,,2023-03-06 22:49:36,0 days 01:03:00,Cancelled,1293.79,Airbus A380,A21,4,303.0,57.0,Cloudy,11.0
AS5490,Southwest,BOS,ORD,2023-06-20 08:44:00,2023-06-20 07:44:00,0 days 05:03:00,Delayed,283.2,Airbus A320,B9,4,304.0,122.0,Clear,12.0
UA7978,Southwest,JFK,SFO,2023-04-19 21:10:59,2023-04-19 23:34:59,0 days 02:24:00,Cancelled,629.77,Airbus A320,B6,3,242.0,159.0,Rain,14.0
AA3985,JetBlue,MIA,DFW,2023-02-10 17:15:27,2023-02-11 01:53:27,0 days 08:38:00,Delayed,158.75,Airbus A380,C6,2,259.0,201.0,Thunderstorm,11.0
SP6353,Alaska Airlines,DFW,SEA,2023-01-19 12:25:21,2023-01-19 16:07:21,0 days 03:42:00,Delayed,157.32,Airbus A380,,International,135.0,65.0,Cloudy,5.0
DL2941,Alaska Airlines,MIA,SFO,2023-05-20 10:11:41,2023-05-20 17:59:41,0 days 07:48:00,On Time,628.02,Airbus A320,B11,International,139.0,80.0,Fog,13.0
JB9766,Spirit,SEA,ATL,2023-08-19 15:25:34,2023-08-19 17:05:34,0 days 01:40:00,On Time,1482.11,Embraer 190,D3,International,322.0,262.0,Rain,5.0
SP9602,American Airlines,DFW,ORD,2023-02-03 22:01:17,2023-02-04 07:30:17,0 days 09:29:00,On Time,619.85,Bombardier CRJ900,C21,3,198.0,125.0,Rain,6.0
UA952,Delta,ATL,MIA,2023-10-03 20:34:20,2023-10-04 00:47:20,0 days 04:13:00,On Time,55.08,Boeing 737,D1,International,375.0,360.0,Rain,14.0
JB9032,United,DEN,LAX,2023-05-10 02:31:23,2023-05-10 05:52:23,0 days 03:21:00,Cancelled,1485.44,Boeing 737,D23,1,218.0,150.0,Rain,10.0
DL1734,American Airlines,ATL,ORD,2023-06-02 04:50:25,2023-06-02 13:07:25,0 days 08:17:00,Delayed,751.3,Boeing 737,B20,1,303.0,204.0,Cloudy,5.0
SP8895,Alaska Airlines,DEN,MIA,2023-12-03 20:18:31,2023-12-04 03:09:31,0 days 06:51:00,Cancelled,1465.87,Boeing 777,A23,,162.0,92.0,Rain,14.0
JB7438,Southwest,BOS,SEA,2023-08-30 20:59:31,2023-08-31 06:00:31,0 days 09:01:00,On Time,1256.55,Boeing 737,D27,4,387.0,83.0,Clear,11.0
DL4102,JetBlue,ATL,JFK,2023-10-12 23:36:13,,0 days 08:52:00,On Time,1497.88,Bombardier CRJ900,D19,3,201.0,80.0,Fog,7.0
SP4275,Delta,SEA,ATL,2023-04-05 17:48:06,2023-04-05 22:05:06,0 days 04:17:00,Cancelled,364.14,Boeing 777,A1,International,191.0,134.0,Fog,5.0
AS8793,Delta,DFW,ORD,,2023-09-02 05:15:39,0 days 02:01:00,On Time,1431.31,Boeing 737,D21,2,315.0,223.0,Thunderstorm,10.0
UA2351,Alaska Airlines,JFK,ATL,2023-06-22 11:00:24,2023-06-22 12:40:24,0 days 01:40:00,Cancelled,739.87,Boeing 777,B26,1,127.0,101.0,Snow,13.0
DL4594,Southwest,DEN,JFK,2023-05-23 01:59:16,2023-05-23 10:47:16,0 days 08:48:00,Cancelled,1223.9,Bombardier CRJ900,B14,4,249.0,163.0,Snow,12.0
SP692,Alaska Airlines,ORD,LAX,2023-10-22 16:19:20,2023-10-22 21:42:20,0 days 05:23:00,Cancelled,1316.16,Bombardier CRJ900,D23,1,255.0,199.0,Fog,5.0
JB8729,Southwest,ORD,MIA,2023-09-25 00:30:47,2023-09-25 03:14:47,0 days 02:44:00,On Time,555.79,Boeing 737,C25,4,326.0,51.0,Fog,11.0
SP4613,JetBlue,ORD,SEA,2023-08-27 06:31:31,2023-08-27 09:51:31,0 days 03:20:00,Delayed,288.68,Boeing 737,B28,3,374.0,256.0,Thunderstorm,10.0
AA1481,Spirit,MIA,JFK,2023-04-07 04:13:19,2023-04-07 10:50:19,0 days 06:37:00,On Time,872.99,Boeing 777,C15,1,261.0,,Clear,11.0
UA2252,American Airlines,MIA,SFO,2023-07-23 16:59:22,2023-07-23 18:38:22,0 days 01:39:00,On Time,50.02,Embraer 190,A16,2,,79.0,Rain,6.0
SP1996,Alaska Airlines,DFW,DEN,2023-01-29 09:37:22,2023-01-29 15:12:22,0 days 05:35:00,Delayed,1297.51,Airbus A380,A7,2,127.0,77.0,Thunderstorm,12.0
AS2071,Delta,SFO,ORD,2023-04-10 19:49:37,2023-04-11 03:12:37,0 days 07:23:00,Cancelled,318.21,Airbus A320,C3,2,205.0,53.0,Thunderstorm,7.0
JB8638,Southwest,LAX,JFK,2023-01-05 14:14:19,2023-01-05 15:56:19,0 days 01:42:00,Cancelled,355.06,Bombardier CRJ900,D7,1,148.0,99.0,Rain,12.0
SW2615,Spirit,SEA,JFK,2023-10-04 00:10:12,2023-10-04 08:32:12,0 days 08:22:00,On Time,1283.49,Boeing 777,C18,2,145.0,143.0,Clear,6.0
SP6550,Spirit,JFK,ATL,2023-05-15 06:25:01,2023-05-15 13:44:01,0 days 07:19:00,Cancelled,316.72,Airbus A320,B28,1,317.0,215.0,Cloudy,9.0
UA755,JetBlue,LAX,SEA,2023-06-18 17:12:05,2023-06-18 21:48:05,0 days 04:36:00,Cancelled,991.08,Airbus A380,B10,1,160.0,115.0,Cloudy,8.0
AS5392,Spirit,SFO,LAX,2023-12-15 05:31:26,2023-12-15 10:12:26,0 days 04:41:00,On Time,227.13,Boeing 777,C12,International,383.0,298.0,Rain,5.0
SP3558,Alaska Airlines,SFO,MIA,2023-01-18 05:18:24,2023-01-18 08:52:24,0 days 03:34:00,On Time,765.45,Airbus A380,C12,2,175.0,50.0,Thunderstorm,9.0
AS4737,JetBlue,SEA,ATL,2023-05-05 17:56:02,2023-05-06 00:27:02,0 days 06:31:00,Cancelled,1462.32,Bombardier CRJ900,C19,3,135.0,76.0,Cloudy,11.0
AA7556,JetBlue,ORD,JFK,2023-01-25 00:55:32,2023-01-25 07:51:32,0 days 06:56:00,On Time,1079.5,Airbus A320,D21,1,273.0,172.0,Thunderstorm,15.0
DL4889,JetBlue,BOS,JFK,2023-01-13 17:22:26,2023-01-14 01:50:26,0 days 08:28:00,Delayed,1484.32,Embraer 190,B11,2,353.0,290.0,Thunderstorm,9.0
UA6627,American Airlines,DEN,JFK,2023-11-21 16:14:18,2023-11-21 22:42:18,0 days 06:28:00,On Time,1140.85,Boeing 777,D12,3,137.0,60.0,Rain,14.0
JB3337,Spirit,DFW,SEA,,2023-06-08 12:07:34,0 days 05:37:00,Delayed,965.52,Boeing 737,B18,,293.0,73.0,Thunderstorm,9.0
DL5303,Delta,DEN,BOS,2023-11-17 22:58:29,2023-11-18 00:40:29,0 days 01:42:00,Delayed,1054.33,Boeing 777,D18,International,257.0,156.0,Snow,5.0
SW2029,Alaska Airlines,DFW,ORD,2023-03-27 19:30:27,2023-03-27 22:25:27,0 days 02:55:00,On Time,758.96,Bombardier CRJ900,A17,4,113.0,97.0,Thunderstorm,11.0
AA2229,Alaska Airlines,SFO,JFK,2023-12-30 14:30:33,2023-12-30 18:59:33,0 days 04:29:00,Delayed,1102.0,Airbus A320,B23,1,104.0,93.0,Clear,12.0
AS604,American Airlines,ATL,LAX,2023-04-19 08:46:25,2023-04-19 11:56:25,0 days 03:10:00,Delayed,1033.1,Boeing 777,D7,4,192.0,184.0,Cloudy,11.0
AS553,Delta,LAX,SFO,2023-03-05 11:24:49,2023-03-05 15:52:49,0 days 04:28:00,Delayed,1208.32,Airbus A380,A23,2,181.0,124.0,Rain,6.0
SP6628,Southwest,SEA,ATL,2023-09-18 12:59:17,2023-09-18 14:29:17,,Delayed,421.62,Airbus A380,A29,3,168.0,97.0,Fog,14.0
AS847,JetBlue,,MIA,2023-03-22 15:07:41,2023-03-22 21:14:41,0 days 06:07:00,Delayed,321.86,Embraer 190,A23,International,216.0,174.0,Thunderstorm,10.0
SW213,Southwest,JFK,LAX,2023-10-01 16:38:58,2023-10-01 22:56:58,0 days 06:18:00,On Time,1131.21,Bombardier CRJ900,B18,International,272.0,200.0,Fog,14.0
DL3678,JetBlue,SEA,ATL,2023-06-11 14:10:12,2023-06-11 16:59:12,0 days 02:49:00,Cancelled,127.71,Airbus A320,A9,3,370.0,161.0,Rain,12.0
AS5664,Southwest,LAX,BOS,2023-12-13 11:09:32,2023-12-13 17:02:32,0 days 05:53:00,Cancelled,777.0,Boeing 737,B27,3,134.0,115.0,Fog,11.0
SW3880,Southwest,JFK,BOS,2023-06-01 22:16:20,2023-06-02 07:26:20,0 days 09:10:00,Cancelled,1311.63,Embraer 190,C1,3,242.0,200.0,Fog,11.0
UA8721,United,MIA,LAX,2023-04-25 20:14:54,2023-04-25 23:22:54,0 days 03:08:00,Delayed,1273.22,Boeing 737,B9,3,349.0,216.0,Thunderstorm,11.0
SW370,JetBlue,ATL,,2023-08-16 08:43:28,2023-08-16 15:49:28,0 days 07:06:00,Cancelled,1495.08,Embraer 190,B1,International,243.0,217.0,Clear,11.0
UA4684,Delta,SEA,LAX,2023-11-08 16:05:53,2023-11-08 21:06:53,0 days 05:01:00,On Time,1142.64,Boeing 777,B7,2,141.0,64.0,Thunderstorm,6.0
AA3798,Southwest,DFW,ATL,2023-09-22 22:08:32,2023-09-22 22:43:32,0 days 00:35:00,Delayed,751.72,Airbus A320,B7,International,193.0,113.0,Fog,10.0
AA6699,Southwest,SFO,MIA,2023-04-05 16:02:42,2023-04-06 01:10:42,0 days 09:08:00,Delayed,1241.61,Embraer 190,D9,3,238.0,202.0,Thunderstorm,5.0
AA6090,American Airlines,MIA,JFK,2023-12-15 11:45:08,2023-12-15 14:35:08,0 days 02:50:00,Cancelled,927.63,Airbus A380,B23,3,107.0,95.0,Snow,6.0
SW5053,JetBlue,BOS,MIA,2023-01-29 04:45:07,2023-01-29 13:58:07,0 days 09:13:00,On Time,789.25,Airbus A320,A20,3,397.0,114.0,Thunderstorm,10.0
SW4810,United,JFK,DFW,2023-08-23 20:04:36,2023-08-23 23:39:36,0 days 03:35:00,On Time,363.94,Airbus A380,B7,2,123.0,123.0,Fog,15.0
SW7542,Delta,ORD,ATL,2023-07-25 13:34:23,2023-07-25 16:05:23,0 days 02:31:00,Delayed,822.03,Airbus A320,A10,International,215.0,120.0,Fog,7.0
SP4574,Southwest,DFW,ATL,2023-03-09 04:23:59,2023-03-09 13:56:59,0 days 09:33:00,Delayed,942.22,Bombardier CRJ900,B8,4,108.0,92.0,Cloudy,10.0
DL713,Delta,DFW,MIA,2023-06-30 21:05:39,2023-07-01 04:24:39,0 days 07:19:00,Cancelled,987.73,Airbus A380,D20,2,161.0,88.0,Thunderstorm,13.0
AS3761,JetBlue,BOS,ATL,2023-07-20 18:41:46,2023-07-21 03:23:46,0 days 08:42:00,Delayed,481.93,Boeing 777,A10,2,218.0,192.0,Fog,12.0
JB9710,JetBlue,MIA,JFK,2023-12-19 22:52:58,2023-12-20 01:31:58,0 days 02:39:00,On Time,165.03,Boeing 737,B9,3,223.0,183.0,Clear,10.0
UA2348,Southwest,DFW,JFK,2023-12-05 15:56:42,2023-12-05 19:42:42,0 days 03:46:00,Delayed,217.05,Bombardier CRJ900,B1,International,290.0,165.0,Snow,5.0
SP2502,Southwest,JFK,ATL,2023-01-30 21:30:12,2023-01-31 02:44:12,0 days 05:14:00,Cancelled,202.0,Airbus A320,B17,4,170.0,75.0,Fog,11.0
AS6722,JetBlue,BOS,SFO,2023-10-12 08:38:54,2023-10-12 13:24:54,0 days 04:46:00,On Time,1345.23,Boeing 737,C15,3,225.0,91.0,Clear,14.0
UA4487,Delta,SFO,MIA,2023-11-04 23:16:41,2023-11-05 06:53:41,0 days 07:37:00,On Time,100.5,Boeing 777,D15,2,212.0,152.0,Thunderstorm,5.0
JB9259,Southwest,BOS,SFO,2023-10-26 02:31:40,2023-10-26 12:03:40,0 days 09:32:00,On Time,749.2,Airbus A380,B2,4,217.0,188.0,,11.0
SW8422,Spirit,ATL,MIA,2023-05-08 12:35:45,2023-05-08 21:05:45,0 days 08:30:00,Delayed,,Airbus A380,A23,4,190.0,176.0,Snow,14.0
SP4277,American Airlines,ATL,DFW,2023-12-29 12:43:42,2023-12-29 19:12:42,0 days 06:29:00,On Time,418.0,Bombardier CRJ900,D22,3,256.0,129.0,Clear,13.0
AA6504,Delta,DEN,DFW,2023-04-08 07:47:13,2023-04-08 11:33:13,0 days 03:46:00,Delayed,1099.44,Embraer 190,B18,3,187.0,122.0,Snow,5.0
JB7178,United,SFO,JFK,2023-08-10 19:56:46,2023-08-10 22:09:46,0 days 02:13:00,Cancelled,1014.1,Airbus A320,B4,2,393.0,71.0,Rain,11.0
SW8906,Delta,DFW,ORD,2023-04-17 04:35:02,2023-04-17 05:35:02,0 days 01:00:00,Delayed,221.39,Embraer 190,C14,2,136.0,75.0,Cloudy,6.0
AA7179,American Airlines,SEA,LAX,2023-06-21 07:52:34,2023-06-21 16:47:34,0 days 08:55:00,Delayed,396.83,Embraer 190,A23,,290.0,211.0,Thunderstorm,5.0
UA6715,Alaska Airlines,LAX,DEN,2023-12-11 03:42:32,2023-12-11 08:27:32,0 days 04:45:00,Delayed,359.22,Airbus A380,C25,4,278.0,257.0,Rain,15.0
DL8682,Southwest,DEN,SEA,2023-11-21 15:47:33,2023-11-21 16:32:33,0 days 00:45:00,On Time,1300.07,Boeing 777,B9,3,260.0,233.0,Thunderstorm,6.0
DL665,Delta,JFK,ORD,2023-01-15 22:55:41,2023-01-16 00:12:41,0 days 01:17:00,Delayed,395.26,Airbus A380,D4,2,307.0,240.0,Rain,14.0
SW6700,Spirit,ATL,LAX,2023-06-10 14:28:25,2023-06-11 00:23:25,0 days 09:55:00,On Time,559.84,Bombardier CRJ900,C13,2,162.0,85.0,Snow,11.0
JB3625,JetBlue,JFK,MIA,2023-08-14 22:48:03,2023-08-15 02:03:03,0 days 03:15:00,Cancelled,200.53,Airbus A320,A11,1,338.0,170.0,Rain,12.0
DL1257,American Airlines,SFO,DFW,2023-12-06 02:06:48,2023-12-06 09:53:48,0 days 07:47:00,On Time,1376.85,Boeing 777,C26,1,145.0,119.0,Thunderstorm,5.0
JB6452,Spirit,SFO,JFK,2023-09-30 14:52:25,2023-09-30 23:37:25,0 days 08:45:00,Cancelled,1209.65,Embraer 190,A27,1,253.0,214.0,Thunderstorm,9.0
AS8522,United,MIA,SFO,2023-12-02 13:49:30,2023-12-02 22:02:30,0 days 08:13:00,Delayed,51.51,Bombardier CRJ900,C21,2,366.0,99.0,Snow,11.0
UA6462,JetBlue,JFK,ORD,2023-06-07 20:04:44,2023-06-08 03:20:44,0 days 07:16:00,Cancelled,1013.11,Bombardier CRJ900,A9,International,237.0,159.0,Clear,14.0
SP808,Delta,SFO,ATL,2023-04-20 00:59:48,2023-04-20 03:58:48,0 days 02:59:00,Cancelled,542.85,Boeing 737,A17,,338.0,245.0,,11.0
UA3410,Spirit,LAX,MIA,2023-11-23 16:58:44,2023-11-23 17:28:44,0 days 00:30:00,Delayed,450.61,Bombardier CRJ900,A7,International,326.0,232.0,Thunderstorm,7.0
AA8532,American Airlines,JFK,MIA,2023-08-28 06:03:46,2023-08-28 13:33:46,0 days 07:30:00,Cancelled,538.51,Boeing 777,C7,3,253.0,192.0,Snow,8.0
SW1645,United,DEN,BOS,2023-05-30 18:48:18,2023-05-30 23:09:18,0 days 04:21:00,On Time,665.75,Airbus A380,A26,2,317.0,226.0,Fog,11.0
AA8169,Spirit,ATL,MIA,2023-04-15 21:53:36,2023-04-16 07:16:36,0 days 09:23:00,Cancelled,549.29,Embraer 190,C15,4,269.0,181.0,Fog,14.0
UA1812,Southwest,DFW,DEN,2023-11-27 00:42:30,2023-11-27 01:43:30,0 days 01:01:00,Cancelled,434.87,Airbus A380,A30,3,298.0,286.0,Thunderstorm,7.0
DL1558,Alaska Airlines,ATL,MIA,2023-05-05 01:53:36,2023-05-05 02:42:36,0 days 00:49:00,Delayed,604.09,Embraer 190,A25,4,208.0,175.0,Snow,9.0
SW5902,American Airlines,BOS,DFW,2023-07-26 00:00:42,2023-07-26 09:27:42,0 days 09:27:00,On Time,114.16,Bombardier CRJ900,B13,4,223.0,195.0,Snow,6.0
DL9661,United,,DFW,2023-11-16 12:25:21,,0 days 05:45:00,On Time,113.33,Boeing 737,C17,2,254.0,211.0,Thunderstorm,6.0
SP1450,Spirit,DEN,JFK,2023-09-02 16:15:02,2023-09-02 20:52:02,0 days 04:37:00,Delayed,1316.45,Airbus A380,A7,2,170.0,152.0,Cloudy,14.0
UA2863,JetBlue,SFO,BOS,2023-09-26 18:26:39,2023-09-27 01:57:39,0 days 07:31:00,Cancelled,1485.97,Airbus A380,A13,2,333.0,87.0,Clear,13.0
SW8673,United,MIA,ORD,2023-11-05 14:08:50,2023-11-05 17:14:50,0 days 03:06:00,Cancelled,935.61,Embraer 190,C16,3,269.0,119.0,Fog,15.0
AA9137,Southwest,ORD,SEA,2023-05-14 20:14:42,2023-05-14 21:13:42,0 days 00:59:00,Delayed,812.25,Airbus A380,C20,4,144.0,75.0,Cloudy,7.0
AS5071,Southwest,MIA,BOS,2023-08-12 04:25:45,2023-08-12 06:56:45,0 days 02:31:00,Cancelled,896.85,Embraer 190,A12,International,260.0,178.0,Rain,9.0
SW3719,Spirit,BOS,SEA,2023-10-03 19:11:40,2023-10-03 21:52:40,0 days 02:41:00,Cancelled,725.91,Boeing 777,D17,2,375.0,374.0,Thunderstorm,15.0
SP9944,American Airlines,MIA,ATL,2023-12-28 07:08:17,2023-12-28 13:09:17,0 days 06:01:00,On Time,1137.79,Airbus A320,B6,4,275.0,88.0,Clear,10.0
DL2198,American Airlines,BOS,MIA,2023-03-08 07:34:10,2023-03-08 16:17:10,0 days 08:43:00,Delayed,1324.36,Embraer 190,A18,1,373.0,354.0,Fog,12.0
SP7450,United,BOS,JFK,2023-03-14 20:59:34,2023-03-15 01:12:34,0 days 04:13:00,Delayed,1419.57,Airbus A320,C14,International,319.0,120.0,Snow,15.0
SW6117,Delta,MIA,BOS,2023-01-10 19:14:01,2023-01-10 22:10:01,0 days 02:56:00,Delayed,1408.42,Bombardier CRJ900,B19,1,249.0,53.0,Clear,10.0
AS818,Alaska Airlines,DEN,ORD,2023-12-13 20:24:51,2023-12-13 23:33:51,0 days 03:09:00,Delayed,982.51,Embraer 190,B21,3,388.0,314.0,Thunderstorm,12.0
SP1389,Delta,JFK,DEN,2023-02-06 15:28:01,2023-02-07 00:58:01,0 days 09:30:00,Cancelled,99.15,Boeing 777,B14,2,391.0,53.0,Thunderstorm,14.0
AA5808,American Airlines,JFK,DEN,2023-10-31 04:04:19,2023-10-31 10:25:19,0 days 06:21:00,Delayed,891.25,Boeing 777,B16,3,333.0,298.0,Rain,15.0
UA9834,United,JFK,MIA,2023-11-04 18:16:59,2023-11-05 02:02:59,0 days 07:46:00,Delayed,791.9,Embraer 190,C4,2,128.0,67.0,Rain,14.0
AA7970,United,JFK,LAX,2023-10-05 11:30:52,2023-10-05 17:02:52,0 days 05:32:00,Cancelled,1032.65,Airbus A380,C7,1,264.0,55.0,Rain,6.0
